Dates,AccountID,Churn,accounts,startdate,size,industry,tenure,enddate,Tenure
2021-04-01 00:00:00,38679,Active,38679,2020-12-02 19:33:38,Small,Manufacturing,432,2022-02-07 19:33:38,119
2021-04-01 00:00:00,94066,Active,94066,2019-12-01 15:35:24,Small,PublicSector,242,2020-07-30 15:35:24,486
2021-04-01 00:00:00,94066,Active,94066,2020-10-20 15:58:24,Small,PublicSector,342,2021-09-27 15:58:24,162
2021-04-01 00:00:00,40337,Churn,40337,2020-01-14 20:34:18,Small,PublicSector,445,2021-04-03 20:34:18,442
2021-04-01 00:00:00,13580,Active,13580,2021-03-27 16:49:33,Large,PublicSector,468,2022-07-08 16:49:33,4
2021-04-01 00:00:00,4683,Active,4683,2020-11-29 00:14:50,Large,Other,478,2022-03-22 00:14:50,122
2021-04-01 00:00:00,37498,Active,37498,2020-11-04 00:22:39,Small,PublicSector,271,2021-08-02 00:22:39,147
2021-04-01 00:00:00,55661,Active,55661,2020-10-22 05:26:05,Large,Construction,357,2021-10-14 05:26:05,160
2021-04-01 00:00:00,48118,Active,48118,2021-02-12 00:52:44,Small,Military,294,2021-12-03 00:52:44,47
2021-04-01 00:00:00,46480,Active,46480,2021-02-08 20:10:15,Small,PublicSector,261,2021-10-27 20:10:15,51
2021-04-01 00:00:00,73904,Active,73904,2020-07-15 14:38:21,Small,PublicSector,550,2022-01-16 14:38:21,259
2021-04-01 00:00:00,2533,Active,2533,2020-09-03 00:36:53,Small,PublicSector,297,2021-06-27 00:36:53,209
2021-04-01 00:00:00,15584,Active,15584,2020-12-07 16:07:02,Small,PublicSector,212,2021-07-07 16:07:02,114
2021-04-01 00:00:00,41003,Active,41003,2020-03-13 01:14:30,Small,Other,461,2021-06-17 01:14:30,383
2021-04-01 00:00:00,41003,Active,41003,2018-07-23 14:50:53,Small,PublicSector,204,2019-02-12 14:50:53,982
2021-04-01 00:00:00,27830,Active,27830,2021-03-26 12:38:00,Large,PublicSector,418,2022-05-18 12:38:00,5
2021-04-01 00:00:00,57893,Active,57893,2021-03-23 08:15:44,Large,PublicSector,411,2022-05-08 08:15:44,8
2021-04-01 00:00:00,13440,Active,13440,2020-07-27 08:02:32,Small,Manufacturing,441,2021-10-11 08:02:32,247
2021-04-01 00:00:00,34954,Active,34954,2020-10-24 18:03:28,Large,Manufacturing,334,2021-09-23 18:03:28,158
2021-04-01 00:00:00,50706,Churn,50706,2020-05-09 03:10:42,Small,Manufacturing,330,2021-04-04 03:10:42,326
2021-04-01 00:00:00,17396,Active,17396,2021-02-27 21:17:07,Small,Military,411,2022-04-14 21:17:07,32
2021-04-01 00:00:00,23327,Active,23327,2020-12-31 08:05:20,Small,PublicSector,508,2022-05-23 08:05:20,90
2021-04-01 00:00:00,87848,Active,87848,2019-03-19 15:25:05,Large,Manufacturing,193,2019-09-28 15:25:05,743
2021-04-01 00:00:00,87848,Active,87848,2020-12-22 03:41:48,Small,Military,392,2022-01-18 03:41:48,99
2021-04-01 00:00:00,96405,Active,96405,2020-10-23 07:29:16,Large,PublicSector,304,2021-08-23 07:29:16,159
2021-04-01 00:00:00,392,Active,392,2020-10-31 18:02:11,Small,Military,250,2021-07-08 18:02:11,151
2021-04-01 00:00:00,89196,Active,89196,2020-11-12 12:16:25,Small,Manufacturing,447,2022-02-02 12:16:25,139
2021-04-01 00:00:00,31964,Active,31964,2020-12-26 05:36:31,Small,PublicSector,135,2021-05-10 05:36:31,95
2021-04-01 00:00:00,33178,Active,33178,2020-07-12 09:53:49,Large,Manufacturing,451,2021-10-06 09:53:49,262
2021-04-01 00:00:00,31147,Active,31147,2020-05-25 17:47:01,Large,Manufacturing,351,2021-05-11 17:47:01,310
2021-04-01 00:00:00,43244,Active,43244,2020-07-22 08:37:17,Large,PublicSector,395,2021-08-21 08:37:17,252
2021-04-01 00:00:00,70123,Active,70123,2020-10-08 04:30:10,Small,Manufacturing,231,2021-05-27 04:30:10,174
2021-04-01 00:00:00,40842,Active,40842,2021-03-12 04:36:14,Small,Construction,379,2022-03-26 04:36:14,19
2021-04-01 00:00:00,53049,Active,53049,2021-03-09 19:46:57,Small,PublicSector,244,2021-11-08 19:46:57,22
2021-04-01 00:00:00,69411,Active,69411,2021-03-20 18:46:26,Small,Manufacturing,240,2021-11-15 18:46:26,11
2021-04-01 00:00:00,76383,Active,76383,2020-07-24 01:13:37,Small,Manufacturing,309,2021-05-29 01:13:37,250
2021-04-01 00:00:00,20471,Active,20471,2020-10-23 14:51:20,Small,PublicSector,326,2021-09-14 14:51:20,159
2021-04-01 00:00:00,91891,Active,91891,2020-12-15 09:30:00,Small,Military,339,2021-11-19 09:30:00,106
2021-04-01 00:00:00,89187,Active,89187,2020-10-02 09:13:49,Small,Military,263,2021-06-22 09:13:49,180
2021-04-01 00:00:00,53723,Active,53723,2020-10-04 02:44:00,Small,Construction,308,2021-08-08 02:44:00,178
2021-04-01 00:00:00,21596,Active,21596,2021-03-09 19:45:25,Large,PublicSector,364,2022-03-08 19:45:25,22
2021-04-01 00:00:00,96370,Active,96370,2020-10-19 11:01:20,Small,PublicSector,281,2021-07-27 11:01:20,163
2021-04-01 00:00:00,67286,Churn,67286,2020-02-02 12:35:43,Large,PublicSector,447,2021-04-24 12:35:43,423
2021-04-01 00:00:00,42899,Active,42899,2020-11-30 08:20:47,Large,PublicSector,235,2021-07-23 08:20:47,121
2021-04-01 00:00:00,27794,Active,27794,2020-12-24 02:50:57,Small,Military,542,2022-06-19 02:50:57,97
2021-04-01 00:00:00,85769,Active,85769,2020-01-21 22:21:41,Large,PublicSector,618,2021-09-30 22:21:41,435
2021-04-01 00:00:00,79398,Churn,79398,2020-05-22 14:01:58,Small,PublicSector,340,2021-04-27 14:01:58,313
2021-04-01 00:00:00,71076,Active,71076,2020-08-08 05:09:19,Large,Military,571,2022-03-02 05:09:19,235
2021-04-01 00:00:00,49041,Active,49041,2021-01-27 03:28:49,Large,Construction,310,2021-12-03 03:28:49,63
2021-04-01 00:00:00,82039,Active,82039,2020-10-19 00:39:48,Small,PublicSector,356,2021-10-10 00:39:48,163
2021-04-01 00:00:00,44165,Active,44165,2020-12-03 18:09:08,Small,Manufacturing,436,2022-02-12 18:09:08,118
2021-04-01 00:00:00,38697,Active,38697,2021-01-16 15:05:42,Small,Construction,412,2022-03-04 15:05:42,74
2021-04-01 00:00:00,18992,Active,18992,2020-01-24 02:36:04,Small,PublicSector,477,2021-05-15 02:36:04,432
2021-04-01 00:00:00,42772,Active,42772,2020-04-20 00:40:13,Small,Manufacturing,392,2021-05-17 00:40:13,345
2021-04-01 00:00:00,45068,Active,45068,2020-07-31 14:39:28,Small,Construction,316,2021-06-12 14:39:28,243
2021-04-01 00:00:00,57009,Churn,57009,2020-07-20 21:32:42,Small,Manufacturing,262,2021-04-08 21:32:42,254
2021-04-01 00:00:00,93365,Active,93365,2020-08-28 13:44:48,Large,Military,549,2022-02-28 13:44:48,215
2021-04-01 00:00:00,48502,Active,48502,2021-03-10 11:47:48,Small,Manufacturing,253,2021-11-18 11:47:48,21
2021-04-01 00:00:00,59912,Churn,59912,2020-09-03 18:39:38,Small,PublicSector,234,2021-04-25 18:39:38,209
2021-04-01 00:00:00,55378,Active,55378,2020-10-21 14:29:23,Small,PublicSector,374,2021-10-30 14:29:23,161
2021-04-01 00:00:00,34900,Active,34900,2020-08-05 20:30:39,Small,PublicSector,349,2021-07-20 20:30:39,238
2021-04-01 00:00:00,9213,Active,9213,2020-11-24 12:26:35,Small,PublicSector,351,2021-11-10 12:26:35,127
2021-04-01 00:00:00,65368,Active,65368,2020-09-27 07:28:51,Large,PublicSector,410,2021-11-11 07:28:51,185
2021-04-01 00:00:00,89423,Active,89423,2021-02-16 23:42:57,Small,PublicSector,165,2021-07-31 23:42:57,43
2021-04-01 00:00:00,63108,Active,63108,2021-03-04 01:04:57,Small,PublicSector,367,2022-03-06 01:04:57,27
2021-04-01 00:00:00,9991,Active,9991,2020-07-04 08:06:29,Small,PublicSector,319,2021-05-19 08:06:29,270
2021-04-01 00:00:00,57557,Active,57557,2020-03-03 13:58:01,Small,Military,590,2021-10-14 13:58:01,393
2021-04-01 00:00:00,15476,Active,15476,2020-10-02 19:28:03,Small,PublicSector,317,2021-08-15 19:28:03,180
2021-04-01 00:00:00,7297,Active,7297,2020-07-21 09:32:49,Small,PublicSector,417,2021-09-11 09:32:49,253
2021-04-01 00:00:00,52106,Churn,52106,2020-04-20 14:07:28,Large,PublicSector,366,2021-04-21 14:07:28,345
2021-04-01 00:00:00,47413,Active,47413,2020-11-08 13:15:18,Large,Construction,411,2021-12-24 13:15:18,143
2021-04-01 00:00:00,52486,Active,52486,2020-12-22 11:29:31,Large,PublicSector,503,2022-05-09 11:29:31,99
2021-04-01 00:00:00,48998,Active,48998,2021-02-15 10:39:19,Small,PublicSector,297,2021-12-09 10:39:19,44
2021-04-01 00:00:00,1589,Active,1589,2020-08-10 14:46:15,Small,Construction,287,2021-05-24 14:46:15,233
2021-04-01 00:00:00,42640,Active,42640,2019-10-19 19:58:40,Large,PublicSector,637,2021-07-17 19:58:40,529
2021-04-01 00:00:00,26503,Active,26503,2020-09-25 08:44:39,Large,Manufacturing,488,2022-01-26 08:44:39,187
2021-04-01 00:00:00,23254,Active,23254,2021-01-04 13:55:12,Small,Manufacturing,363,2022-01-02 13:55:12,86
2021-04-01 00:00:00,59534,Active,59534,2020-08-20 03:41:19,Small,Manufacturing,291,2021-06-07 03:41:19,223
2021-04-01 00:00:00,92132,Active,92132,2021-03-21 07:47:55,Small,PublicSector,312,2022-01-27 07:47:55,10
2021-04-01 00:00:00,41242,Active,41242,2020-05-17 00:59:43,Small,PublicSector,555,2021-11-23 00:59:43,318
2021-04-01 00:00:00,58966,Active,58966,2021-02-21 05:21:08,Small,PublicSector,92,2021-05-24 05:21:08,38
2021-04-01 00:00:00,90043,Churn,90043,2020-03-28 12:32:20,Small,PublicSector,210,2020-10-24 12:32:20,368
2021-04-01 00:00:00,90043,Churn,90043,2020-06-29 02:34:02,Small,Manufacturing,285,2021-04-10 02:34:02,275
2021-04-01 00:00:00,69233,Active,69233,2020-06-15 22:16:00,Small,Manufacturing,341,2021-05-22 22:16:00,289
2021-04-01 00:00:00,57664,Active,57664,2020-07-01 04:47:06,Small,Military,396,2021-08-01 04:47:06,273
2021-04-01 00:00:00,97850,Active,97850,2020-03-19 06:29:50,Small,Military,455,2021-06-17 06:29:50,377
2021-04-01 00:00:00,48404,Active,48404,2020-10-31 23:08:22,Large,Manufacturing,289,2021-08-16 23:08:22,151
2021-04-01 00:00:00,67661,Churn,67661,2020-10-05 20:28:34,Small,PublicSector,188,2021-04-11 20:28:34,177
2021-04-01 00:00:00,74640,Active,74640,2020-08-03 13:43:02,Small,PublicSector,281,2021-05-11 13:43:02,240
2021-04-01 00:00:00,54439,Active,54439,2020-05-09 11:23:27,Small,Military,437,2021-07-20 11:23:27,326
2021-04-01 00:00:00,66047,Active,66047,2020-10-24 16:01:52,Small,Manufacturing,225,2021-06-06 16:01:52,158
2021-04-01 00:00:00,51485,Active,51485,2020-05-21 12:28:50,Small,PublicSector,476,2021-09-09 12:28:50,314
2021-04-01 00:00:00,34552,Active,34552,2020-09-29 17:46:07,Large,Manufacturing,349,2021-09-13 17:46:07,183
2021-04-01 00:00:00,83937,Active,83937,2020-09-21 01:57:12,Small,PublicSector,318,2021-08-05 01:57:12,191
2021-04-01 00:00:00,47869,Active,47869,2020-03-17 04:06:25,Small,Military,133,2020-07-28 04:06:25,379
2021-04-01 00:00:00,47869,Active,47869,2020-09-04 12:13:41,Small,Manufacturing,251,2021-05-13 12:13:41,208
2021-04-01 00:00:00,41979,Active,41979,2020-11-30 10:53:41,Small,PublicSector,383,2021-12-18 10:53:41,121
2021-04-01 00:00:00,88870,Active,88870,2020-12-11 19:36:32,Small,PublicSector,186,2021-06-15 19:36:32,110
2021-04-01 00:00:00,64089,Active,64089,2021-01-16 15:57:12,Small,PublicSector,341,2021-12-23 15:57:12,74
2021-04-01 00:00:00,13088,Active,13088,2021-03-20 11:37:14,Large,Manufacturing,479,2022-07-12 11:37:14,11
2021-04-01 00:00:00,30432,Active,30432,2021-01-29 15:41:56,Small,PublicSector,310,2021-12-05 15:41:56,61
2021-04-01 00:00:00,5745,Active,5745,2020-12-08 07:16:44,Small,PublicSector,374,2021-12-17 07:16:44,113
2021-04-01 00:00:00,36677,Active,36677,2020-08-12 12:55:40,Small,Manufacturing,367,2021-08-14 12:55:40,231
2021-04-01 00:00:00,31320,Active,31320,2020-09-25 02:19:54,Small,Construction,290,2021-07-12 02:19:54,187
2021-04-01 00:00:00,51911,Active,51911,2020-11-08 05:39:38,Large,PublicSector,317,2021-09-21 05:39:38,143
2021-04-01 00:00:00,41052,Active,41052,2021-01-04 20:58:24,Small,Manufacturing,174,2021-06-27 20:58:24,86
2021-04-01 00:00:00,67380,Active,67380,2020-12-27 14:47:39,Small,Construction,280,2021-10-03 14:47:39,94
2021-04-01 00:00:00,41732,Active,41732,2020-12-14 22:05:20,Small,Manufacturing,315,2021-10-25 22:05:20,107
2021-04-01 00:00:00,67895,Active,67895,2021-01-20 00:18:26,Large,Construction,358,2022-01-13 00:18:26,70
2021-04-01 00:00:00,67022,Active,67022,2020-05-11 22:09:07,Small,Military,394,2021-06-09 22:09:07,324
2021-04-01 00:00:00,504,Active,504,2019-12-10 06:09:27,Large,PublicSector,530,2021-05-23 06:09:27,477
2021-04-01 00:00:00,24532,Active,24532,2020-12-07 14:17:49,Small,PublicSector,388,2021-12-30 14:17:49,114
2021-04-01 00:00:00,75983,Active,75983,2020-07-22 03:00:43,Small,PublicSector,414,2021-09-09 03:00:43,252
2021-04-01 00:00:00,76987,Active,76987,2020-09-26 20:04:19,Small,Construction,286,2021-07-09 20:04:19,186
2021-04-01 00:00:00,40893,Active,40893,2021-02-15 23:07:09,Large,Construction,552,2022-08-21 23:07:09,44
2021-04-01 00:00:00,30814,Active,30814,2021-02-05 09:42:06,Small,Construction,335,2022-01-06 09:42:06,54
2021-04-01 00:00:00,3171,Churn,3171,2020-06-10 00:47:34,Small,PublicSector,321,2021-04-27 00:47:34,294
2021-04-01 00:00:00,54455,Active,54455,2020-06-28 00:10:23,Large,Military,397,2021-07-30 00:10:23,276
2021-04-01 00:00:00,22700,Active,22700,2020-03-14 20:19:03,Small,Manufacturing,448,2021-06-05 20:19:03,382
2021-04-01 00:00:00,61843,Active,61843,2021-02-19 07:03:05,Small,PublicSector,471,2022-06-05 07:03:05,40
2021-04-01 00:00:00,6982,Active,6982,2021-02-11 16:22:24,Small,Manufacturing,205,2021-09-04 16:22:24,48
2021-04-01 00:00:00,36538,Active,36538,2021-02-17 14:58:57,Small,PublicSector,245,2021-10-20 14:58:57,42
