Dates,AccountID,Churn,accounts,startdate,size,industry,tenure,enddate,Tenure
2021-01-01 00:00:00,26465,Active,26465,2020-03-06 19:20:04,Small,Construction,343,2021-02-12 19:20:04,300
2021-01-01 00:00:00,40024,Active,40024,2020-09-30 06:43:48,Large,Manufacturing,382,2021-10-17 06:43:48,92
2021-01-01 00:00:00,63389,Active,63389,2020-02-21 18:23:50,Small,Manufacturing,497,2021-07-02 18:23:50,314
2021-01-01 00:00:00,1657,Active,1657,2019-06-04 21:28:13,Large,Military,625,2021-02-18 21:28:13,576
2021-01-01 00:00:00,44479,Active,44479,2020-12-07 01:09:12,Small,Military,523,2022-05-14 01:09:12,24
2021-01-01 00:00:00,33507,Churn,33507,2020-04-03 18:20:48,Small,PublicSector,294,2021-01-22 18:20:48,272
2021-01-01 00:00:00,7560,Active,7560,2020-05-12 14:26:57,Small,Manufacturing,297,2021-03-05 14:26:57,233
2021-01-01 00:00:00,91501,Active,91501,2020-11-12 04:24:31,Small,Military,473,2022-02-28 04:24:31,49
2021-01-01 00:00:00,12125,Active,12125,2020-09-23 09:12:27,Small,Construction,409,2021-11-06 09:12:27,99
2021-01-01 00:00:00,92925,Active,92925,2020-09-21 08:14:11,Large,Military,389,2021-10-15 08:14:11,101
2021-01-01 00:00:00,59216,Active,59216,2020-05-21 04:21:51,Small,Manufacturing,382,2021-06-07 04:21:51,224
2021-01-01 00:00:00,28577,Active,28577,2020-10-12 18:02:24,Small,Manufacturing,212,2021-05-12 18:02:24,80
2021-01-01 00:00:00,64139,Active,64139,2020-10-06 00:20:58,Large,Manufacturing,454,2022-01-03 00:20:58,86
2021-01-01 00:00:00,98587,Active,98587,2020-10-29 14:14:24,Small,Construction,278,2021-08-03 14:14:24,63
2021-01-01 00:00:00,27558,Active,27558,2020-12-25 10:49:55,Large,Manufacturing,381,2022-01-10 10:49:55,6
2021-01-01 00:00:00,63069,Churn,63069,2020-02-01 13:31:09,Large,PublicSector,350,2021-01-16 13:31:09,334
2021-01-01 00:00:00,60650,Active,60650,2020-02-24 08:46:26,Large,PublicSector,503,2021-07-11 08:46:26,311
2021-01-01 00:00:00,16962,Active,16962,2020-03-15 10:19:17,Small,Military,444,2021-06-02 10:19:17,291
2021-01-01 00:00:00,73135,Active,73135,2020-11-18 14:23:47,Small,Construction,214,2021-06-20 14:23:47,43
2021-01-01 00:00:00,64800,Active,64800,2019-12-31 05:43:34,Small,PublicSector,464,2021-04-08 05:43:34,366
2021-01-01 00:00:00,88473,Active,88473,2020-07-28 13:46:13,Large,PublicSector,494,2021-12-04 13:46:13,156
2021-01-01 00:00:00,40080,Active,40080,2020-08-30 11:51:28,Small,PublicSector,257,2021-05-14 11:51:28,123
2021-01-01 00:00:00,6975,Churn,6975,2020-03-15 21:54:38,Small,Military,298,2021-01-07 21:54:38,291
2021-01-01 00:00:00,78286,Active,78286,2020-08-06 03:28:13,Small,Manufacturing,315,2021-06-17 03:28:13,147
2021-01-01 00:00:00,22863,Churn,22863,2019-09-21 21:22:40,Large,PublicSector,489,2021-01-22 21:22:40,467
2021-01-01 00:00:00,26336,Active,26336,2019-07-30 11:32:28,Large,Manufacturing,552,2021-02-01 11:32:28,520
2021-01-01 00:00:00,77838,Active,77838,2020-04-17 19:41:45,Small,Manufacturing,464,2021-07-25 19:41:45,258
2021-01-01 00:00:00,95518,Active,95518,2020-11-18 21:59:30,Small,Manufacturing,394,2021-12-17 21:59:30,43
2021-01-01 00:00:00,6514,Active,6514,2020-04-08 07:25:32,Small,PublicSector,359,2021-04-02 07:25:32,267
2021-01-01 00:00:00,58925,Active,58925,2019-09-15 15:11:26,Large,PublicSector,445,2020-12-03 15:11:26,473
2021-01-01 00:00:00,58925,Active,58925,2020-02-20 11:01:33,Large,PublicSector,370,2021-02-24 11:01:33,315
2021-01-01 00:00:00,9075,Churn,9075,2020-08-09 12:42:04,Small,Manufacturing,158,2021-01-14 12:42:04,144
2021-01-01 00:00:00,47694,Active,47694,2020-11-30 10:48:57,Large,PublicSector,327,2021-10-23 10:48:57,31
2021-01-01 00:00:00,63111,Active,63111,2020-08-12 06:47:18,Small,PublicSector,252,2021-04-21 06:47:18,141
2021-01-01 00:00:00,66929,Active,66929,2020-05-07 05:35:58,Small,Military,542,2021-10-31 05:35:58,238
2021-01-01 00:00:00,77032,Active,77032,2020-10-17 23:14:16,Small,Military,291,2021-08-04 23:14:16,75
2021-01-01 00:00:00,45577,Active,45577,2018-04-12 05:03:55,Small,PublicSector,206,2018-11-04 05:03:55,994
2021-01-01 00:00:00,45577,Active,45577,2020-11-02 17:35:06,Large,Construction,347,2021-10-15 17:35:06,59
2021-01-01 00:00:00,19894,Active,19894,2020-08-03 20:21:02,Large,Military,492,2021-12-08 20:21:02,150
2021-01-01 00:00:00,99123,Active,99123,2020-10-20 02:06:53,Small,Construction,191,2021-04-29 02:06:53,72
2021-01-01 00:00:00,91578,Active,91578,2020-02-07 08:28:03,Small,Military,571,2021-08-31 08:28:03,328
2021-01-01 00:00:00,70890,Active,70890,2020-01-11 23:22:44,Large,PublicSector,562,2021-07-26 23:22:44,355
2021-01-01 00:00:00,92814,Active,92814,2020-10-11 13:51:52,Small,PublicSector,368,2021-10-14 13:51:52,81
2021-01-01 00:00:00,6857,Active,6857,2020-09-04 12:07:35,Small,Manufacturing,404,2021-10-13 12:07:35,118
2021-01-01 00:00:00,29784,Active,29784,2020-09-20 15:14:24,Small,Construction,367,2021-09-22 15:14:24,102
2021-01-02 00:00:00,80304,Active,80304,2020-11-05 18:09:01,Small,Manufacturing,349,2021-10-20 18:09:01,57
2021-01-02 00:00:00,47675,Active,47675,2020-05-04 05:22:26,Large,Manufacturing,373,2021-05-12 05:22:26,242
2021-01-02 00:00:00,3021,Active,3021,2020-12-01 07:31:51,Small,Military,360,2021-11-26 07:31:51,31
2021-01-02 00:00:00,28499,Active,28499,2020-05-02 03:51:04,Small,PublicSector,365,2021-05-02 03:51:04,244
2021-01-02 00:00:00,77346,Active,77346,2020-04-12 23:23:53,Large,Manufacturing,353,2021-03-31 23:23:53,264
2021-01-02 00:00:00,66194,Active,66194,2020-06-05 14:10:20,Small,Military,324,2021-04-25 14:10:20,210
2021-01-02 00:00:00,18324,Active,18324,2020-05-03 00:14:21,Small,PublicSector,397,2021-06-04 00:14:21,243
2021-01-02 00:00:00,7630,Active,7630,2019-12-23 13:53:32,Small,Military,497,2021-05-03 13:53:32,375
2021-01-02 00:00:00,34328,Active,34328,2020-05-19 22:22:03,Small,Manufacturing,373,2021-05-27 22:22:03,227
2021-01-02 00:00:00,63288,Active,63288,2020-10-06 01:08:07,Large,PublicSector,446,2021-12-26 01:08:07,87
2021-01-02 00:00:00,67574,Active,67574,2020-12-08 11:40:47,Large,Manufacturing,681,2022-10-20 11:40:47,24
2021-01-02 00:00:00,26034,Active,26034,2020-04-22 19:32:46,Large,Manufacturing,429,2021-06-25 19:32:46,254
2021-01-02 00:00:00,90686,Active,90686,2020-07-27 17:37:49,Small,Other,213,2021-02-25 17:37:49,158
2021-01-02 00:00:00,15895,Active,15895,2020-12-28 04:31:07,Small,Manufacturing,331,2021-11-24 04:31:07,4
2021-01-02 00:00:00,81717,Active,81717,2020-08-29 07:05:30,Small,Manufacturing,172,2021-02-17 07:05:30,125
2021-01-02 00:00:00,7973,Active,7973,2020-12-11 10:16:49,Small,PublicSector,374,2021-12-20 10:16:49,21
2021-01-02 00:00:00,78523,Active,78523,2020-08-01 12:18:00,Small,PublicSector,323,2021-06-20 12:18:00,153
2021-01-02 00:00:00,66012,Active,66012,2020-09-06 17:42:40,Large,PublicSector,598,2022-04-27 17:42:40,117
